Voltage_01 Voltage_02 Acc_x Acc_y Acc_z Gyro_x Gyro_y Gyro_z Time
0.43 0.17 0.75 -0.76 9.96 -0.00 -0.06 0.04 1212
0.43 0.16 0.75 -0.74 9.96 -0.00 -0.06 0.04 1218
0.42 0.16 0.77 -0.78 10.02 0.00 -0.06 0.04 1224
0.43 0.17 0.74 -0.77 10.05 0.01 -0.06 0.03 1230
0.45 0.13 0.74 -0.79 10.01 0.01 -0.06 0.03 1236
0.44 0.13 0.71 -0.78 10.02 0.02 -0.06 0.03 1243
0.43 0.13 0.74 -0.76 10.10 0.03 -0.07 0.02 1250
0.47 0.09 0.71 -0.83 10.15 0.05 -0.07 0.02 1256
0.48 0.06 0.75 -0.84 10.15 0.07 -0.08 0.01 1262
0.48 0.03 0.75 -0.80 10.21 0.10 -0.09 0.01 1268
0.49 0.01 0.80 -0.87 10.25 0.13 -0.11 0.01 1274
0.48 0.02 0.90 -0.79 10.33 0.16 -0.12 -0.03 1282
0.52 0.01 0.79 -0.89 10.37 0.20 -0.14 -0.01 1288
0.53 -0.00 0.85 -0.92 10.45 0.25 -0.16 -0.03 1294
0.56 -0.03 0.92 -0.96 10.50 0.31 -0.19 -0.05 1300
0.57 -0.04 1.14 -1.16 10.80 0.39 -0.25 -0.09 1306
0.53 -0.03 1.60 -1.31 11.27 0.50 -0.38 -0.16 1313
0.54 -0.03 2.05 -1.51 12.16 0.66 -0.57 -0.26 1319
0.56 -0.04 2.95 -1.92 12.48 0.85 -0.81 -0.40 1326
0.55 -0.04 2.78 -1.93 12.82 1.03 -1.04 -0.56 1332
0.54 -0.02 2.68 -2.04 13.42 1.19 -1.25 -0.69 1339
0.53 -0.03 3.15 -2.35 12.90 1.29 -1.45 -0.82 1345
0.50 -0.03 3.82 -2.87 12.93 1.36 -1.59 -0.97 1351
0.47 -0.03 4.00 -3.53 12.40 1.35 -1.69 -1.16 1357
0.41 -0.03 4.70 -3.66 12.22 1.39 -1.69 -1.38 1363
0.34 -0.02 4.85 -3.70 11.82 1.40 -1.64 -1.61 1371
0.33 -0.02 5.10 -3.75 11.68 1.41 -1.55 -1.83 1377
0.23 -0.02 4.63 -4.09 11.83 1.38 -1.44 -2.05 1383
0.17 -0.01 3.99 -4.18 12.03 1.29 -1.35 -2.27 1389
0.11 -0.01 4.44 -4.01 12.15 1.19 -1.34 -2.45 1396
0.10 -0.01 4.29 -3.56 11.75 1.11 -1.36 -2.62 1402
0.08 0.01 3.88 -3.65 12.08 0.96 -1.43 -2.75 1409
0.07 -0.01 4.22 -2.68 12.20 0.77 -1.62 -2.87 1415
0.06 -0.00 3.39 -2.30 12.02 0.59 -1.90 -2.95 1421
0.08 -0.01 2.83 -2.08 12.22 0.38 -2.27 -3.05 1428
0.06 -0.01 2.47 -1.43 11.59 0.15 -2.68 -3.13 1434
0.05 -0.00 3.09 -0.30 10.51 -0.02 -3.03 -3.13 1440
0.07 0.00 3.78 0.86 9.27 -0.14 -3.21 -3.01 1446
0.07 -0.00 6.67 1.25 8.04 -0.22 -2.87 -2.59 1453
0.05 -0.00 9.95 -0.24 9.12 -0.28 -2.06 -1.86 1459
0.05 0.00 11.22 0.05 10.71 -0.36 -1.02 -1.17 1466
0.05 -0.00 11.61 0.77 9.77 -0.51 -0.29 -0.71 1472
0.06 -0.01 9.65 0.97 7.47 -0.65 0.27 -0.35 1478
0.06 -0.01 6.95 0.97 6.29 -0.71 0.70 -0.05 1484
0.06 -0.01 4.85 0.56 6.42 -0.65 0.97 0.31 1490
0.05 -0.01 3.55 0.09 6.55 -0.52 1.08 0.58 1497
0.05 -0.01 2.69 0.12 6.73 -0.40 1.07 0.79 1503
0.05 -0.01 2.22 0.48 7.02 -0.30 1.03 0.91 1509
0.05 -0.01 1.89 0.86 7.57 -0.23 0.99 0.98 1515
0.06 -0.01 1.55 1.24 8.25 -0.21 1.03 1.03 1521
0.05 -0.01 1.13 1.54 8.95 -0.22 1.12 1.04 1528
0.05 -0.01 0.61 1.73 9.37 -0.26 1.23 1.02 1534
0.07 -0.01 -0.15 1.83 9.55 -0.31 1.31 0.98 1541
0.06 -0.01 -1.13 1.77 9.81 -0.38 1.35 0.95 1547
0.05 -0.01 -1.88 1.59 9.83 -0.44 1.35 0.91 1553
0.05 -0.01 -2.63 1.50 9.81 -0.49 1.30 0.89 1559
0.06 -0.01 -3.12 1.24 9.74 -0.53 1.22 0.86 1565
0.05 -0.01 -3.51 0.95 9.72 -0.56 1.11 0.82 1571
0.05 -0.01 -3.64 0.66 9.71 -0.57 1.04 0.77 1577
0.05 -0.01 -3.70 0.29 9.62 -0.56 0.99 0.70 1585
0.06 -0.01 -3.07 0.04 9.87 -0.55 0.96 0.61 1591
0.04 -0.00 -3.67 -0.22 10.18 -0.53 0.96 0.51 1597
0.05 -0.00 -3.63 -0.54 10.42 -0.52 0.97 0.44 1603
0.05 -0.00 -3.60 -0.87 10.53 -0.52 0.95 0.35 1609
0.05 -0.01 -3.40 -1.11 10.79 -0.53 0.89 0.26 1615
0.05 -0.01 -2.95 -1.03 10.71 -0.53 0.80 0.18 1622
0.06 -0.01 -2.93 -1.48 10.88 -0.54 0.71 0.12 1629
0.06 -0.01 -2.55 -1.69 10.91 -0.53 0.63 0.09 1635
0.06 -0.01 -2.03 -1.87 10.93 -0.52 0.56 0.07 1641
0.05 -0.00 -1.68 -2.13 10.88 -0.51 0.53 0.08 1647
0.06 -0.01 -1.27 -2.40 10.89 -0.50 0.53 0.10 1653
0.05 -0.00 -1.01 -2.69 10.94 -0.48 0.56 0.15 1659
0.03 -0.00 -0.89 -2.81 10.96 -0.46 0.59 0.22 1667
0.05 0.00 -0.96 -2.94 10.83 -0.44 0.63 0.31 1673
0.05 -0.00 -1.14 -3.00 10.68 -0.42 0.63 0.43 1679
0.05 -0.00 -1.21 -3.03 10.54 -0.39 0.60 0.56 1685
0.05 -0.00 -1.29 -3.01 10.63 -0.37 0.55 0.69 1691
0.05 -0.00 -1.20 -3.02 10.59 -0.34 0.50 0.82 1697
0.04 -0.00 -1.11 -2.97 10.55 -0.32 0.47 0.92 1704
0.05 -0.00 -1.08 -2.97 10.37 -0.30 0.45 0.99 1711
0.06 -0.01 -1.14 -3.08 10.21 -0.29 0.46 1.03 1717
0.05 -0.01 -1.22 -3.11 9.98 -0.27 0.47 1.05 1723
0.05 -0.00 -1.34 -3.21 9.90 -0.24 0.48 1.05 1729
0.05 -0.00 -1.47 -3.20 9.88 -0.21 0.48 1.03 1735
0.05 -0.01 -1.51 -3.09 9.82 -0.18 0.47 1.01 1741
0.05 -0.00 -1.56 -2.95 9.78 -0.16 0.43 0.97 1747
0.05 -0.00 -1.59 -2.86 9.69 -0.15 0.37 0.94 1755
0.06 -0.01 -1.59 -2.78 9.70 -0.13 0.37 0.90 1761
0.05 -0.00 -1.43 -2.73 9.70 -0.11 0.35 0.87 1767
0.05 -0.01 -1.37 -2.65 9.71 -0.10 0.35 0.84 1773
0.05 -0.00 -1.30 -2.60 9.59 -0.09 0.33 0.80 1779
0.06 -0.01 -1.21 -2.48 9.62 -0.08 0.30 0.76 1785
0.05 -0.00 -1.04 -2.46 9.61 -0.08 0.24 0.73 1792
0.04 -0.00 -0.93 -2.43 9.62 -0.07 0.25 0.69 1798
0.04 -0.00 -0.75 -2.37 9.51 -0.07 0.25 0.66 1804
0.05 -0.01 -0.67 -2.42 9.29 -0.07 0.25 0.63 1810
0.05 -0.00 -0.68 -2.56 9.10 -0.06 0.25 0.59 1817
0.05 -0.00 -0.68 -2.85 9.02 -0.00 0.27 0.55 1823
0.04 -0.00 -0.60 -3.10 9.05 -0.00 0.29 0.50 1829
0.05 0.00 -0.56 -3.17 9.42 0.03 0.32 0.45 1836
0.05 -0.00 -0.47 -3.14 9.70 0.05 0.34 0.41 1842
0.05 -0.00 -0.43 -3.07 9.88 0.06 0.36 0.36 1848
0.04 -0.00 -0.42 -3.06 10.04 0.06 0.37 0.32 1854
0.04 -0.00 -0.44 -2.96 10.20 0.05 0.37 0.29 1860
0.04 -0.00 -0.38 -2.95 10.25 0.03 0.35 0.28 1866
0.04 -0.00 -0.30 -3.03 10.16 0.01 0.34 0.29 1873
0.04 -0.00 -0.28 -3.08 9.94 0.01 0.32 0.31 1880
0.05 -0.01 -0.24 -3.25 9.21 0.00 0.32 0.33 1886
0.05 -0.00 -0.22 -3.41 9.73 0.02 0.32 0.37 1892
0.05 -0.00 -0.23 -3.49 9.66 0.05 0.32 0.41 1898
0.05 -0.01 -0.32 -3.57 9.70 0.09 0.33 0.46 1904
0.06 -0.01 -0.39 -3.46 9.78 0.13 0.32 0.50 1910
0.06 -0.01 -0.50 -3.34 9.87 0.16 0.32 0.54 1916
0.05 -0.01 -0.61 -3.10 9.93 0.18 0.31 0.58 1923
0.05 -0.01 -0.80 -2.83 10.00 0.19 0.30 0.63 1929
0.06 -0.01 -1.02 -2.64 10.03 0.20 0.29 0.68 1936
0.06 -0.01 -1.19 -2.39 9.97 0.20 0.27 0.71 1942
0.06 -0.01 -1.24 -2.21 9.91 0.21 0.23 0.73 1948
0.05 -0.01 -1.32 -1.94 10.08 0.22 0.17 0.75 1954
0.06 -0.01 -1.33 -1.70 10.20 0.21 0.17 0.77 1960
0.05 -0.01 -1.26 -1.35 10.23 0.19 0.15 0.78 1967
0.05 -0.01 -1.25 -0.96 10.21 0.15 0.13 0.80 1973
0.07 -0.01 -1.27 -0.65 10.24 0.10 0.11 0.80 1980
0.05 -0.01 -1.21 -0.36 10.26 0.06 0.09 0.81 1986
0.04 -0.00 -1.14 -0.06 10.16 0.01 0.07 0.82 1992
0.06 -0.01 -1.10 0.07 9.98 -0.03 0.04 0.82 1998
0.07 -0.01 -1.14 0.20 9.80 -0.08 0.02 0.82 2004
0.05 -0.01 -1.09 0.24 9.60 -0.11 0.01 0.81 2011
0.05 -0.00 -1.08 0.22 9.59 -0.12 -0.00 0.80 2017
0.05 -0.01 -1.10 0.23 9.70 -0.14 0.01 0.77 2023
0.06 -0.01 -1.13 0.25 9.75 -0.16 0.03 0.74 2029
0.06 -0.01 -1.30 0.32 9.78 -0.18 0.04 0.70 2035
0.05 -0.01 -1.39 0.29 9.83 -0.22 0.04 0.65 2042
0.05 -0.00 -1.60 0.19 9.82 -0.26 0.03 0.60 2049
0.05 -0.01 -1.67 -0.08 9.72 -0.28 -0.00 0.56 2055
0.05 -0.01 -1.69 -0.27 9.56 -0.29 -0.05 0.51 2061
0.05 -0.01 -1.56 -0.57 9.32 -0.28 -0.10 0.47 2067
0.05 -0.00 -8.73 -2.79 13.60 -0.19 -0.50 0.50 2073
0.05 -0.01 -11.13 -0.47 17.46 0.46 -1.91 0.96 2079
0.04 -0.00 -1.89 -0.17 4.85 0.55 -1.59 1.24 2085
0.03 0.00 0.94 -1.02 7.90 0.62 -1.15 1.41 2093
0.05 0.03 -1.73 -1.83 14.17 0.84 -0.71 1.49 2099
0.05 0.05 -13.06 -2.80 20.77 0.55 -0.57 1.32 2105
0.04 0.07 -8.54 -3.24 9.67 -0.08 -0.42 0.63 2111
0.05 0.07 -3.11 -1.55 9.24 -0.15 -0.21 0.14 2117
0.05 0.07 -2.14 -1.24 9.66 -0.12 0.15 0.01 2124
0.04 0.07 0.00 -0.64 9.99 -0.01 0.24 -0.11 2130
0.06 0.09 2.63 -0.42 11.16 0.05 0.16 -0.11 2137
0.06 0.09 2.60 -0.53 10.40 0.02 0.02 0.04 2143
