Voltage_01 Voltage_02 Acc_x Acc_y Acc_z Gyro_x Gyro_y Gyro_z Time
0.02 0.32 1.07 -0.01 10.03 -0.05 0.06 -0.00 1796
0.03 0.33 1.09 -0.61 9.96 -0.06 0.06 -0.01 1803
0.01 0.32 1.13 -0.57 9.96 -0.06 0.06 -0.01 1809
0.01 0.33 1.10 -0.63 9.97 -0.06 0.06 -0.01 1815
0.02 0.32 1.10 -0.60 10.00 -0.06 0.06 -0.02 1821
0.02 0.32 1.08 -0.58 9.99 -0.06 0.05 -0.02 1827
0.00 0.31 1.15 -0.60 9.96 -0.06 0.04 -0.02 1833
0.02 0.32 1.11 -0.57 10.01 -0.06 0.04 -0.02 1841
0.02 0.31 1.13 -0.59 9.92 -0.06 0.03 -0.02 1847
0.01 0.31 1.18 -1.18 9.97 -0.05 0.02 -0.02 1853
0.02 0.31 1.11 -0.64 9.96 -0.05 0.00 -0.02 1859
0.03 0.33 1.16 -0.64 9.95 -0.04 -0.01 -0.01 1865
0.01 0.34 1.19 -0.62 9.91 -0.03 -0.03 -0.01 1871
0.01 0.32 1.15 -0.59 9.87 -0.02 -0.03 -0.00 1878
0.02 0.31 1.15 -0.52 9.89 -0.02 -0.03 -0.00 1885
0.01 0.30 1.14 -0.54 9.95 -0.01 -0.04 -0.00 1891
0.01 0.30 1.18 -0.52 9.91 -0.01 -0.05 -0.01 1897
0.02 0.33 1.15 -0.55 9.91 -0.01 -0.06 -0.01 1903
0.02 0.31 1.08 -0.56 9.97 -0.00 -0.06 -0.01 1909
0.02 0.31 1.13 -0.53 9.98 -0.00 -0.07 -0.01 1915
0.02 0.32 1.10 -0.59 10.03 0.01 -0.08 -0.01 1922
0.02 0.33 1.11 -0.54 9.92 0.01 -0.08 -0.01 1929
0.01 0.30 1.10 -0.59 10.03 0.01 -0.08 -0.00 1935
0.01 0.33 1.10 -0.59 9.96 0.01 -0.08 -0.00 1941
0.01 0.32 1.10 -0.56 10.05 0.01 -0.07 -0.00 1947
0.02 0.30 1.10 -0.55 10.00 0.01 -0.07 0.00 1953
0.01 0.28 1.07 -0.49 10.06 0.02 -0.07 0.00 1959
0.02 0.26 1.10 -0.53 9.98 0.02 -0.06 -0.00 1967
